enzyme	logFC	logCPM	PValue	FDR	association
2.1.1.131	-0.729492322	7.808246576	0.10800443	0.177727143	Not associated
2.1.1.132	-1.334151621	7.599206911	0.008216418	0.021851143	Not associated
2.1.1.133	-1.000631979	7.462036795	0.038557061	0.076155832	Not associated
2.1.1.14	-0.703484433	9.799180839	0.004520701	0.013755555	Not associated
2.1.1.148	2.140839476	6.486512611	0.002023827	0.007409728	soil
2.1.1.151	-1.320831646	6.779275112	0.043645198	0.084235231	Not associated
2.1.1.152	-0.851640249	6.506558721	0.207728314	0.298872154	Not associated
2.1.1.163	-0.098245645	9.556972218	0.680931192	0.76597672	Not associated
2.1.1.17	-0.676086783	7.682514957	0.210362204	0.302018425	Not associated
2.1.1.195	-1.542810711	6.006046493	0.037295044	0.074424821	Not associated
2.1.1.201	-0.098245838	9.556972218	0.680779263	0.76597672	Not associated
2.1.1.222	-0.759624298	9.681397772	0.002104786	0.007683788	Not associated
2.1.1.250	-0.47249761	10.01547218	0.019070693	0.043374589	Not associated
2.1.1.271	-1.000629551	7.462036795	0.038217097	0.075705716	Not associated
2.1.1.37	-2.203422346	7.176836308	0.002620499	0.009077677	root
2.1.1.4	0	-0.430257436	1	1	Not associated
2.1.1.45	0.293034893	9.761479662	0.154228893	0.234643283	Not associated
2.1.1.5	4.486634066	1.260045883	0.008671575	0.022792407	Not associated
2.1.1.64	-0.759614797	9.681397772	0.002244798	0.008122066	Not associated
2.1.1.67	-3.155379125	5.906910647	0.000152152	0.001063964	root
2.1.1.71	-2.488107676	5.931633834	0.002346236	0.008341486	root
2.1.1.72	-0.450355826	9.355490756	0.096040115	0.161380839	Not associated
2.1.1.80	-1.686945512	10.94881651	5.05E-15	3.41E-12	root
2.1.2.1	0.392318336	11.25175128	0.017312283	0.039844794	Not associated
2.1.2.10	0.201485809	10.27806305	0.248846557	0.343403165	Not associated
2.1.2.11	0.375014725	9.592751419	0.094045166	0.158475269	Not associated
2.1.2.13	6.569870696	1.295688516	0.000456231	0.002445903	soil
2.1.2.2	-0.305658813	9.62752572	0.21911458	0.310949367	Not associated
2.1.2.3	0.377313984	10.72963613	0.022002838	0.048571625	Not associated
2.1.2.5	5.439569137	4.680633383	7.06E-07	1.54E-05	soil
2.1.2.9	-0.191815069	9.573706036	0.40835208	0.518465111	Not associated
2.1.3.1	4.353771632	1.7103943	0.002260703	0.008144559	soil
2.1.3.11	-1.154574066	3.551357603	0.252858972	0.348228819	Not associated
2.1.3.2	0.232879753	10.1318109	0.19765552	0.287750655	Not associated
2.1.3.3	1.20581013	8.797511822	0.000391928	0.002187994	soil
2.1.3.9	-0.767574145	7.22919733	0.13643995	0.212852624	Not associated
2.1.4.1	1.30647739	0.28273421	0.680781976	0.76597672	Not associated
2.2.1.1	0.151250827	11.71290172	0.272209402	0.370720668	Not associated
2.2.1.2	0.775687101	10.09346041	2.26E-05	0.000240719	Not associated
2.2.1.6	0.053801988	12.29619103	0.697691261	0.779636803	Not associated
2.2.1.9	2.487774743	7.786445556	1.18E-05	0.000140298	soil
2.3.-.-	-3.059952727	3.679075824	0.004898768	0.014707189	Not associated
2.3.1.-	-0.57342169	11.25285566	0.000946632	0.004206909	Not associated
2.3.1.1	-0.236416071	10.25959453	0.214834293	0.307133471	Not associated
2.3.1.101	1.1517688	0.914332643	0.438457097	0.544945297	Not associated
2.3.1.102	-1.679586942	3.545709728	0.170119311	0.254238041	Not associated
2.3.1.109	-0.495837093	8.186767021	0.235382032	0.329193712	Not associated
2.3.1.117	0.402184446	9.994480142	0.036407042	0.073084567	Not associated
2.3.1.12	0.022030996	10.64608756	0.887978519	0.927093492	Not associated
2.3.1.129	-1.63843152	8.10443991	0.000796311	0.003709713	root
2.3.1.15	-0.570177009	10.4613684	0.00170272	0.006516643	Not associated
2.3.1.157	0.168160809	10.10477637	0.357301328	0.463257288	Not associated
2.3.1.16	0.25537756	10.2803757	0.167034859	0.250181923	Not associated
2.3.1.164	0.080895012	6.453507046	0.877032158	0.919351112	Not associated
2.3.1.168	-0.353692025	8.87380819	0.2857922	0.386105262	Not associated
2.3.1.174	-1.757090749	5.805826596	0.046872999	0.089696064	Not associated
2.3.1.176	-4.722043303	0.654593569	0.181993818	0.269598299	Not associated
2.3.1.178	-3.233832112	5.594077478	0.000246935	0.00153737	root
2.3.1.179	-0.010755688	11.1310617	0.949785964	0.973566644	Not associated
2.3.1.180	-0.198178972	10.6023069	0.248250482	0.34293088	Not associated
2.3.1.181	0.098902243	9.263827189	0.688500456	0.772561559	Not associated
2.3.1.182	-0.320654025	3.914973363	0.754898856	0.826473545	Not associated
2.3.1.183	-0.863730222	8.378441096	0.027589038	0.0584213	Not associated
2.3.1.19	-0.167701213	4.583867094	0.909220925	0.942714866	Not associated
2.3.1.191	-1.727247743	8.561639045	1.74E-05	0.0001884	root
2.3.1.20	2.513285734	9.005767165	1.71E-09	1.28E-07	soil
2.3.1.29	0.217325704	9.776480619	0.331992444	0.435458051	Not associated
2.3.1.30	-0.745526047	9.254388396	0.01509021	0.035339499	Not associated
2.3.1.31	-0.74764497	9.501895837	0.002533019	0.008819867	Not associated
2.3.1.35	0.023464446	9.876084275	0.901450065	0.937887122	Not associated
2.3.1.37	-0.139833501	9.426503777	0.581036185	0.683780389	Not associated
2.3.1.39	0.334598485	9.78917618	0.098091686	0.16377671	Not associated
2.3.1.40	-1.902238694	8.093120359	0.00035928	0.002022446	root
2.3.1.41	-1.448513763	9.827935065	3.39E-06	5.23E-05	root
2.3.1.46	-1.364708465	7.615862648	0.011344929	0.028330866	Not associated
2.3.1.47	-1.41351312	9.066165586	1.44E-05	0.000162084	root
2.3.1.5	-2.199600665	6.299814238	0.002902212	0.009901235	root
2.3.1.51	0.092119512	10.37493302	0.591026431	0.6901268	Not associated
2.3.1.54	0.718182121	5.362334774	0.330768676	0.43427452	Not associated
2.3.1.57	-0.349283245	7.158071159	0.507963966	0.613279105	Not associated
2.3.1.61	0.316404181	10.51470915	0.058710818	0.107186912	Not associated
2.3.1.74	1.241272019	7.852799772	0.003404239	0.011192611	Not associated
2.3.1.8	0.552598687	9.16458874	0.052170418	0.097709628	Not associated
2.3.1.9	0.309132449	12.34881737	0.031422734	0.064572835	Not associated
2.3.2.-	-4.073602771	0.197011249	0.236319231	0.330162649	Not associated
2.3.2.2	-0.895298573	10.91165066	9.11E-07	1.87E-05	Not associated
2.3.3.1	0.582883395	11.47458855	0.000627144	0.003080985	Not associated
2.3.3.10	-6.161786112	1.302159654	0.029733432	0.061989424	Not associated
2.3.3.13	0.21925942	11.54663939	0.135420517	0.211751295	Not associated
2.3.3.14	1.306596209	0.28273421	0.680732888	0.76597672	Not associated
2.3.3.15	-0.361953786	7.070131761	0.507796347	0.613279105	Not associated
2.3.3.5	-0.607057658	8.558259357	0.097045024	0.162664799	Not associated
2.3.3.9	-0.029541528	10.82280616	0.854356975	0.900340307	Not associated
2.4.-.-	-2.101891686	7.673491737	0.003297828	0.010946843	Not associated
2.4.1.-	-1.145376493	12.02709429	6.23E-09	3.66E-07	root
2.4.1.1	0.476939113	10.79868344	0.002527249	0.008819867	Not associated
2.4.1.10	-0.123010172	5.980661882	0.921953337	0.951706246	Not associated
2.4.1.109	-3.932724632	3.454261276	0.005591101	0.016174685	Not associated
2.4.1.11	-3.196946017	1.689227087	0.054615156	0.101353127	Not associated
2.4.1.117	3.207102204	0.845673031	0.021301488	0.04748896	Not associated
2.4.1.12	-0.054763945	8.827195448	0.905925848	0.940742368	Not associated
2.4.1.129	0.500181362	9.591215961	0.036209552	0.072853364	Not associated
2.4.1.13	3.754007914	5.774378869	0.000185347	0.001233515	soil
2.4.1.14	-0.900269402	3.574449321	0.426380941	0.534160685	Not associated
2.4.1.15	0.431824105	10.23848403	0.017801041	0.040830571	Not associated
2.4.1.157	-0.024444031	5.290835563	1	1	Not associated
2.4.1.16	0	-0.430257436	1	1	Not associated
2.4.1.18	0.111227256	11.16203256	0.442150454	0.548526412	Not associated
2.4.1.182	-1.576220713	8.367592466	0.000894346	0.004027539	root
2.4.1.20	-1.162373284	5.207428706	0.264762572	0.362773057	Not associated
2.4.1.21	-1.535682035	9.280385302	2.79E-05	0.000279703	root
2.4.1.227	-0.244532128	9.418918238	0.34366121	0.447720631	Not associated
2.4.1.25	0.013160223	8.867752622	0.955579699	0.978021343	Not associated
2.4.1.256	-3.752449273	0.185420656	0.429351309	0.536589842	Not associated
2.4.1.315	-0.024444675	5.290835563	1	1	Not associated
2.4.1.4	2.456496169	7.559324762	1.31E-06	2.38E-05	soil
2.4.1.46	-2.338564464	4.184220798	0.010861285	0.02745245	Not associated
2.4.1.5	-2.373328288	2.878845707	0.074657681	0.130650941	Not associated
2.4.1.64	2.102629734	5.355206806	0.012434078	0.030598251	Not associated
2.4.1.7	-0.479292882	6.899443014	0.406622998	0.516789907	Not associated
2.4.1.8	-4.972948271	0.683013209	0.060282196	0.109325433	Not associated
2.4.1.80	-3.112773064	5.865771986	0.000724296	0.00340949	root
2.4.1.83	0.506387147	9.33643486	0.048769925	0.092539563	Not associated
2.4.1.87	0	-0.430257436	1	1	Not associated
2.4.2.-	-0.116114681	9.016340728	0.6909143	0.774626738	Not associated
2.4.2.1	1.062316534	9.175001323	0.000571689	0.002903579	soil
2.4.2.10	-0.313168285	9.239548651	0.240457618	0.334560496	Not associated
2.4.2.12	-0.432423492	1.561558316	0.856714015	0.901805728	Not associated
2.4.2.14	0.586297045	11.037617	0.000124157	0.000916594	Not associated
2.4.2.17	-0.067416826	9.447174034	0.786405973	0.853978318	Not associated
2.4.2.18	-0.381993798	9.638840117	0.081710062	0.141164058	Not associated
2.4.2.19	-0.354889707	9.085757283	0.205542716	0.297629377	Not associated
2.4.2.2	3.215144539	5.617826945	0.00018767	0.001242854	soil
2.4.2.21	-1.227448961	8.931779342	0.000154121	0.001067784	root
2.4.2.22	-1.513666225	7.185825446	0.008833266	0.023172314	Not associated
2.4.2.28	0.188339189	8.103280957	0.622202911	0.719072826	Not associated
2.4.2.3	2.516398406	5.658648833	0.00054715	0.002799997	soil
2.4.2.4	0.944314143	9.472034876	0.000220759	0.001420219	Not associated
2.4.2.52	-2.835608991	1.452618795	0.140324055	0.217214363	Not associated
2.4.2.53	1.552520117	5.477875433	0.0522902	0.097709628	Not associated
2.4.2.7	0.253726844	8.63087702	0.439144194	0.545297616	Not associated
2.4.2.8	0.876474363	9.153358965	0.001028257	0.004466802	Not associated
2.4.2.9	0.756997013	9.682486154	0.000578874	0.002929061	Not associated
2.4.99.12	-2.222185461	8.747306953	2.64E-07	7.59E-06	root
2.4.99.13	-2.222183634	8.747306953	2.48E-07	7.27E-06	root
2.4.99.14	-2.222183574	8.747306953	2.47E-07	7.27E-06	root
2.4.99.15	-2.222183344	8.747306953	2.45E-07	7.27E-06	root
2.5.1.-	-0.017523783	10.72621602	0.922119523	0.951706246	Not associated
2.5.1.115	3.858869036	2.982148143	0.0003501	0.001995715	soil
2.5.1.116	3.858685432	2.982148143	0.000355702	0.002019133	soil
2.5.1.15	0.216266483	9.178568558	0.416052005	0.525805668	Not associated
2.5.1.16	-1.678204391	8.417599092	1.74E-05	0.0001884	root
2.5.1.17	-0.871420394	8.653234678	0.013256441	0.032095792	Not associated
2.5.1.18	-1.41472455	11.62614058	5.03E-12	7.55E-10	root
2.5.1.19	-0.135670418	9.704846694	0.579776745	0.682893097	Not associated
2.5.1.2	0	-0.430257436	1	1	Not associated
2.5.1.21	-2.390153327	3.387406644	0.019915196	0.044767769	Not associated
2.5.1.26	1.238418158	8.345875026	0.001312683	0.005498579	soil
2.5.1.3	-1.067743624	8.387330935	0.00641041	0.017967768	Not associated
2.5.1.39	-1.001674407	9.154438271	0.000364648	0.002044149	root
2.5.1.44	-1.431372556	8.302664783	0.000502679	0.002642485	root
2.5.1.47	0.194448471	10.83716979	0.203751493	0.29566946	Not associated
2.5.1.48	0.69751894	9.838596097	0.000603885	0.002999446	Not associated
2.5.1.49	0.601284704	9.451000266	0.01915441	0.043491778	Not associated
2.5.1.54	0.323539212	10.86465197	0.036237943	0.072853364	Not associated
2.5.1.55	-0.893740698	8.826894284	0.005480607	0.015923227	Not associated
2.5.1.56	0.071960899	8.007545885	0.853717642	0.900340307	Not associated
2.5.1.6	0.359181718	11.09340803	0.033246642	0.067543178	Not associated
2.5.1.61	-0.408455797	9.508679447	0.084907529	0.145756127	Not associated
2.5.1.62	-2.879822156	-0.14152123	0.56288444	0.669416266	Not associated
2.5.1.7	0.383733707	10.80980479	0.017203411	0.03966179	Not associated
2.5.1.72	0.320595621	10.18322237	0.085279222	0.146208412	Not associated
2.5.1.74	2.41353686	7.558104939	4.03E-05	0.000380903	soil
2.5.1.78	-0.167944084	8.855377605	0.604029921	0.702275752	Not associated
2.5.1.9	-0.203218794	8.809683214	0.544948085	0.650950366	Not associated
2.6.1.-	-1.992213548	8.425788885	2.25E-06	3.75E-05	root
2.6.1.1	-0.91186557	10.04604784	0.000507407	0.002657005	Not associated
2.6.1.11	0.086825569	10.81110857	0.568875367	0.672397743	Not associated
2.6.1.13	0.154246535	8.581881975	0.66653062	0.755438647	Not associated
2.6.1.16	0.14219257	11.54981188	0.335716092	0.439063349	Not associated
2.6.1.17	-0.630597942	10.09378379	0.001397094	0.005702337	Not associated
2.6.1.18	-1.593857979	9.623365102	3.64E-07	9.65E-06	root
2.6.1.19	0.693036007	10.30831685	0.000687915	0.00327244	Not associated
2.6.1.21	-1.821977106	7.125637843	0.002172799	0.007890998	root
2.6.1.22	0.784292059	9.31243614	0.002867443	0.00980738	Not associated
2.6.1.37	-2.23284446	6.002848068	0.001986254	0.007311794	root
2.6.1.39	-0.264699089	6.147737716	0.731061025	0.809400553	Not associated
2.6.1.42	0.230494312	10.69438093	0.166280335	0.249328227	Not associated
2.6.1.44	2.133173881	6.9107705	0.000539823	0.002773008	soil
2.6.1.45	2.133193948	6.9107705	0.000530865	0.0027374	soil
2.6.1.50	0	-0.430257436	1	1	Not associated
2.6.1.51	2.133220672	6.9107705	0.000519167	0.002697671	soil
2.6.1.52	-0.003835569	10.07046541	0.992192679	1	Not associated
2.6.1.57	-1.352843589	8.911899631	0.000215299	0.001398409	root
2.6.1.62	-1.751059871	8.858047	1.30E-07	4.50E-06	root
2.6.1.66	-3.676061712	5.015839806	0.006207276	0.01750737	Not associated
2.6.1.7	-0.264695469	6.147737716	0.730808767	0.809400553	Not associated
2.6.1.76	-2.192248721	8.132556939	1.58E-06	2.78E-05	root
2.6.1.77	2.3661271	4.782340699	0.005034216	0.015046959	Not associated
2.6.1.81	-2.705382628	0.785440176	0.217032815	0.308968738	Not associated
2.6.1.82	-2.448685153	4.645069905	0.00506794	0.015081027	Not associated
2.6.1.83	2.621049194	3.111147225	0.00454595	0.0138013	Not associated
2.6.1.84	-2.136091399	6.849779343	0.002563224	0.008902095	root
2.6.1.85	-0.342582471	9.487597066	0.161600147	0.24393497	Not associated
2.6.1.87	4.496439014	4.349121312	3.32E-05	0.000327465	soil
2.6.1.9	-0.175604345	10.53232626	0.308665208	0.411249207	Not associated
2.6.99.2	-0.706928408	8.931398406	0.026032885	0.055561496	Not associated
2.7.1.-	-0.36046453	8.870455634	0.270669541	0.369368233	Not associated
2.7.1.100	-3.000632801	5.666459227	0.000497406	0.002624984	root
2.7.1.105	-2.896439163	3.545244004	0.007007003	0.018970864	Not associated
2.7.1.107	-1.116276547	6.490356651	0.095143489	0.160073291	Not associated
2.7.1.11	0.358508466	9.447195972	0.301093128	0.403548428	Not associated
2.7.1.113	-1.882831166	4.704709729	0.089049701	0.151519075	Not associated
2.7.1.12	-0.432197919	7.933121086	0.307419687	0.410705639	Not associated
2.7.1.130	-1.952324931	7.930122631	0.00045271	0.002436698	root
2.7.1.144	-2.607972334	7.064764287	0.000124081	0.000916594	root
2.7.1.146	2.553671205	1.369952108	0.094041623	0.158475269	Not associated
2.7.1.147	2.55367548	1.369952108	0.094076362	0.158475269	Not associated
2.7.1.15	-1.273262086	8.444142139	0.000810252	0.003761687	root
2.7.1.156	-0.475806451	7.318718776	0.324333319	0.42874199	Not associated
2.7.1.16	-0.698774058	8.380220474	0.063472267	0.113728159	Not associated
2.7.1.167	-2.145626087	7.147968649	0.004377098	0.013472638	Not associated
2.7.1.17	-0.43547096	10.14527106	0.029878561	0.06210144	Not associated
2.7.1.19	0.498176242	5.09843368	0.484220181	0.590949833	Not associated
2.7.1.2	-0.739693333	9.723054824	0.000564585	0.002878317	Not associated
2.7.1.20	0.083272926	8.737089996	0.800138252	0.85997357	Not associated
2.7.1.21	0.423446494	8.971660208	0.162077335	0.244382231	Not associated
2.7.1.23	0.158230831	9.513889238	0.494325825	0.600663523	Not associated
2.7.1.24	0.078910106	8.054610012	0.833756499	0.884842914	Not associated
2.7.1.25	-0.256701469	10.21680516	0.165574758	0.248546109	Not associated
2.7.1.26	-0.291246012	9.312849163	0.262132988	0.359900068	Not associated
2.7.1.29	-0.157299796	8.29514016	0.714287112	0.796206178	Not associated
2.7.1.30	0.050284978	10.60177254	0.751390971	0.823968508	Not associated
2.7.1.31	1.667765425	7.666584225	0.001944653	0.007217654	soil
2.7.1.32	-6.685666849	1.796786859	0.016724909	0.038757035	Not associated
2.7.1.33	0.756967663	9.806409406	0.000278425	0.001679253	Not associated
2.7.1.35	0.407266773	7.977293019	0.30670684	0.410664957	Not associated
2.7.1.36	0.442953584	1.226810569	0.760484334	0.831241372	Not associated
2.7.1.39	-0.512251478	9.255784128	0.060367708	0.109325433	Not associated
2.7.1.4	-0.794228228	9.292284673	0.005150795	0.015199005	Not associated
2.7.1.40	0.038580674	10.74549066	0.81006991	0.866511836	Not associated
2.7.1.45	-1.746245223	8.862349722	2.99E-06	4.75E-05	root
2.7.1.47	-2.012009555	6.986003893	0.002268037	0.008149249	root
2.7.1.48	1.328124009	6.655782542	0.02297797	0.050231776	Not associated
2.7.1.49	-1.243785007	8.965302906	9.91E-05	0.000774158	root
2.7.1.5	0.678711872	7.475327262	0.224257218	0.316917504	Not associated
2.7.1.50	-2.251921472	4.93453268	0.021840444	0.048450641	Not associated
2.7.1.53	-1.776021013	7.739699828	0.001160009	0.004912766	root
2.7.1.56	1.561676769	7.766158884	0.000680499	0.003248599	soil
2.7.1.58	-1.914019077	7.915847714	0.000146366	0.001046245	root
2.7.1.59	-1.821802563	6.496117639	0.00668725	0.018551283	Not associated
2.7.1.6	0.818681416	7.532254301	0.078434256	0.135852154	Not associated
2.7.1.60	-2.067243203	4.905375717	0.041474826	0.080854965	Not associated
2.7.1.63	1.471612238	7.012403535	0.02134361	0.047504477	Not associated
2.7.1.65	-6.418584607	1.546916587	0.008615185	0.022688333	Not associated
2.7.1.66	-6.397712141	1.440494147	0.03808424	0.075664424	Not associated
2.7.1.68	-6.190669757	1.373175676	0.015093184	0.035339499	Not associated
2.7.1.69	-0.432150792	9.171092616	0.133093302	0.208595188	Not associated
2.7.1.71	-0.651147289	8.947371368	0.03292015	0.06717692	Not associated
2.7.1.76	-3.447489447	3.228872281	0.007233172	0.019466166	Not associated
2.7.1.82	4.638637058	4.064500939	3.07E-06	4.82E-05	soil
2.7.1.90	0.443038771	8.612323956	0.180444442	0.267890595	Not associated
2.7.1.92	-0.392606413	8.824018807	0.247212971	0.341847209	Not associated
2.7.11.1	-1.342846916	8.025391105	0.025998617	0.055561496	Not associated
2.7.11.12	1.665652726	0.237849283	0.29436493	0.396102609	Not associated
2.7.13.3	-1.024621147	13.53489535	4.24E-07	1.02E-05	root
2.7.2.1	0.254088974	8.374365471	0.473756107	0.579733054	Not associated
2.7.2.11	-0.378943992	9.516648415	0.118853873	0.191384485	Not associated
2.7.2.2	2.555925639	7.272976087	3.71E-07	9.65E-06	soil
2.7.2.3	0.122484431	10.09125369	0.500851675	0.607406295	Not associated
2.7.2.4	-0.219153588	11.05904853	0.141417365	0.218348412	Not associated
2.7.2.8	-0.285414479	10.02723962	0.140898442	0.217796104	Not associated
2.7.3.3	2.923131217	0.931079023	0.081985046	0.141458234	Not associated
2.7.3.9	-0.324238728	10.89045643	0.049297266	0.093408985	Not associated
2.7.4.1	-0.077632755	11.15353343	0.595854046	0.694883909	Not associated
2.7.4.14	-0.098515772	8.730912407	0.771009601	0.8393505	Not associated
2.7.4.16	-0.260313931	8.573877774	0.458795216	0.564510326	Not associated
2.7.4.22	0.631403009	9.816460081	0.001954226	0.00722698	Not associated
2.7.4.23	-1.420882132	6.288443519	0.097438127	0.162919442	Not associated
2.7.4.3	0.014994222	9.348639082	0.943299479	0.968387231	Not associated
2.7.4.6	0.131782198	9.068809581	0.627868111	0.722529657	Not associated
2.7.4.7	-1.243786946	8.965302906	9.71E-05	0.000762684	root
2.7.4.8	0.052002642	9.12771058	0.839578493	0.889402467	Not associated
2.7.4.9	0.091561238	8.999500292	0.746426505	0.820522546	Not associated
2.7.6.1	0.437952581	10.50164438	0.009985657	0.025598905	Not associated
2.7.6.2	-0.928964458	6.120925306	0.185466913	0.273543449	Not associated
2.7.6.3	-0.312270264	8.413501028	0.419565623	0.528269484	Not associated
2.7.6.5	0.83096619	11.49427066	1.90E-06	3.27E-05	Not associated
2.7.7.-	0.077683178	10.69948347	0.630620893	0.724678521	Not associated
2.7.7.1	-3.652104468	5.856791945	9.42E-06	0.000117802	root
2.7.7.12	1.898702743	6.700919841	0.002786096	0.009577648	soil
2.7.7.13	-0.300942986	9.618474531	0.23422006	0.328589097	Not associated
2.7.7.14	-5.751994433	3.149435965	0.003405006	0.011192611	Not associated
2.7.7.15	-0.027365439	2.891302207	1	1	Not associated
2.7.7.18	0.201617037	8.993264853	0.466372071	0.572789698	Not associated
2.7.7.19	0.376550069	9.912383584	0.052274752	0.097709628	Not associated
2.7.7.2	-0.291241616	9.312849163	0.266430191	0.364688134	Not associated
2.7.7.23	0.164442019	10.1082862	0.366177513	0.47431047	Not associated
2.7.7.24	0.329351606	9.258838185	0.206900786	0.297998894	Not associated
2.7.7.27	0.526325277	10.19507727	0.006947713	0.018962345	Not associated
2.7.7.3	0.221107116	9.111733888	0.416941636	0.525811312	Not associated
2.7.7.33	-0.702076901	7.783923136	0.114486968	0.186127429	Not associated
2.7.7.38	-1.603609519	7.877105461	0.000959053	0.004248134	root
2.7.7.39	2.258696929	5.88960977	0.004588817	0.013900206	Not associated
2.7.7.4	0.154794076	11.66057315	0.27787184	0.377670881	Not associated
2.7.7.41	-0.308098097	9.10114312	0.281105441	0.38053452	Not associated
2.7.7.43	-1.756422011	5.84249413	0.015121359	0.035344215	Not associated
2.7.7.59	-0.745144409	11.06481388	9.28E-07	1.87E-05	Not associated
2.7.7.6	0.686728695	14.16439919	6.86E-05	0.000583216	Not associated
2.7.7.62	-0.475810486	7.318718776	0.322828682	0.42717096	Not associated
2.7.7.63	1.009488533	6.353362885	0.125302991	0.199392628	Not associated
2.7.7.65	-1.606856047	9.601038887	4.51E-08	1.79E-06	root
2.7.7.7	0.285747546	14.03468145	0.038179599	0.075705716	Not associated
2.7.7.70	-2.145626461	7.147968649	0.004387832	0.013472638	Not associated
2.7.7.8	0.532815806	11.90333532	0.00139027	0.005691681	Not associated
2.7.7.83	-6.380705881	1.730464788	0.020503144	0.045936562	Not associated
2.7.7.9	0.117937945	10.26648149	0.485965019	0.592009686	Not associated
2.7.8.-	-0.554730365	10.34814618	0.001745801	0.00664388	Not associated
2.7.8.11	1.973371782	4.749544835	0.032369277	0.066258929	Not associated
2.7.8.13	0.136458772	10.25877761	0.449602049	0.555221543	Not associated
2.7.8.24	-0.660914815	6.972996983	0.24018512	0.334560496	Not associated
2.7.8.26	-0.761531625	6.767469972	0.194727935	0.284408043	Not associated
2.7.8.37	-1.741313833	6.835517963	0.006988032	0.018965382	Not associated
2.7.8.5	0.367857707	9.485295453	0.114719015	0.186280516	Not associated
2.7.8.7	0.325507272	8.084797862	0.394163816	0.505071151	Not associated
2.7.8.8	-1.420807669	8.953491317	5.68E-06	7.67E-05	root
2.7.9.1	0.445872852	10.89963052	0.003926063	0.012539271	Not associated
2.7.9.2	0.063301039	10.24667113	0.725563671	0.804791888	Not associated
2.7.9.3	0.473432243	8.149933712	0.231706486	0.325400688	Not associated
2.8.1.1	-0.564906608	8.576584288	0.190342734	0.27860567	Not associated
2.8.1.10	-0.423029885	9.129603355	0.128157521	0.202740996	Not associated
2.8.1.2	-0.564906949	8.576584288	0.190269288	0.27860567	Not associated
2.8.1.6	-0.769039217	9.243661734	0.004885784	0.014700878	Not associated
2.8.1.7	0.326957415	11.15036531	0.029778783	0.061989424	Not associated
2.8.1.8	0.494236596	10.5239252	0.006003616	0.017039674	Not associated
2.8.2.1	-0.86254194	0.857373733	0.692672462	0.775311099	Not associated
2.8.2.2	-1.561165054	3.799415734	0.127454533	0.202339688	Not associated
2.8.2.30	-7.286986582	2.447549124	0.006572448	0.01834582	Not associated
2.8.3.-	-1.554374583	7.995576282	0.000321045	0.001861511	root
2.8.3.1	-2.898014953	7.136135296	1.92E-06	3.27E-05	root
2.8.3.10	5.117856319	0.438469327	0.01954851	0.044090212	Not associated
2.8.3.12	-0.354363502	7.171808232	0.526448342	0.633331888	Not associated
2.8.3.15	-3.92035474	3.997656927	0.005727765	0.016464276	Not associated
2.8.3.5	0.822784691	10.05685021	0.000336594	0.001933148	Not associated
2.8.3.6	-1.373955364	8.146174061	0.005470933	0.015923227	Not associated
2.9.1.1	0.763188195	7.523771351	0.100788083	0.167073251	Not associated
3.1.-.-	0.036274537	11.7497235	0.788657929	0.853978318	Not associated
3.1.1.-	-1.199930236	9.213933302	0.000132303	0.000955833	root
3.1.1.1	-1.470638713	9.485432237	4.90E-06	6.89E-05	root
3.1.1.11	-3.517253536	7.204568978	2.97E-07	8.03E-06	root
3.1.1.15	-3.048215362	5.89676143	0.000337693	0.001933148	root
3.1.1.17	-1.528448949	9.425778058	4.94E-07	1.17E-05	root
3.1.1.22	-3.81623247	6.755189413	3.61E-08	1.57E-06	root
3.1.1.23	-0.376824992	5.945986193	0.58778377	0.688721486	Not associated
3.1.1.24	-1.093940854	7.92311858	0.034851925	0.070381091	Not associated
3.1.1.3	-1.176260999	7.965431671	0.015219096	0.035511225	Not associated
3.1.1.31	-0.072608435	8.889594846	0.822867252	0.876730014	Not associated
3.1.1.32	-3.010461831	6.952949698	1.21E-05	0.000140679	root
3.1.1.4	-3.010467275	6.952949698	1.35E-05	0.000152716	root
3.1.1.41	-0.279983771	6.649255558	0.713322565	0.795787602	Not associated
3.1.1.45	-1.072114985	9.271653277	0.000201039	0.001324896	root
3.1.1.47	-7.23026523	2.416119838	0.011024994	0.02772755	Not associated
3.1.1.5	-2.151267864	8.45039654	2.65E-05	0.00027285	root
3.1.1.56	-2.520193494	9.08466772	3.05E-09	1.96E-07	root
3.1.1.57	-1.554914243	5.876294172	0.031324615	0.064572835	Not associated
3.1.1.61	-1.901540376	10.92965385	5.55E-13	1.50E-10	root
3.1.1.75	-1.023880704	9.618501187	6.58E-06	8.72E-05	root
3.1.1.84	-2.520186603	9.08466772	2.57E-09	1.74E-07	root
3.1.11.-	-3.094223763	5.812092072	0.001080545	0.004634338	root
3.1.11.1	-2.576514221	8.047405388	1.63E-08	7.85E-07	root
3.1.11.2	-0.299935673	10.64210197	0.097330959	0.162919442	Not associated
3.1.11.5	0.326870026	10.78315824	0.041586229	0.080955324	Not associated
3.1.11.6	-0.149062692	10.13093294	0.430800945	0.537407273	Not associated
3.1.2.-	-0.781748287	10.03525946	0.000327004	0.001887957	Not associated
3.1.2.1	0.192591913	7.556694058	0.694816635	0.77706728	Not associated
3.1.2.12	-1.235494428	8.917349893	0.000838227	0.003838797	root
3.1.2.2	-3.21101985	4.55494595	0.003036932	0.010231657	Not associated
3.1.2.21	-4.331141548	3.473564949	0.00298235	0.010149005	Not associated
