enzyme	logFC	logCPM	PValue	FDR	association
4.2.1.44	-0.650401185	8.487552181	0.074027783	0.129716647	Not associated
4.2.1.45	-2.088590311	7.221430446	0.000475859	0.002541051	root
4.2.1.46	0.37242206	10.50152342	0.027244834	0.057783001	Not associated
4.2.1.47	0.309347552	9.034712662	0.257368241	0.354077896	Not associated
4.2.1.49	0.515175613	11.19976206	0.00181982	0.006886458	Not associated
4.2.1.51	-0.316473744	9.551747733	0.186555926	0.274550171	Not associated
4.2.1.57	-1.722190305	4.785379644	0.127984309	0.202740996	Not associated
4.2.1.59	-0.94083173	9.160808255	0.003839647	0.012321528	Not associated
4.2.1.6	-1.126286039	9.266333386	7.39E-05	0.000615893	root
4.2.1.7	-1.949629877	9.080753159	2.00E-10	2.08E-08	root
4.2.1.70	-0.142758348	6.918551024	0.853174972	0.900340307	Not associated
4.2.1.75	1.163251371	9.605063265	1.06E-05	0.00012883	soil
4.2.1.79	0.277029204	8.098570795	0.533953635	0.640649522	Not associated
4.2.1.8	-1.825702081	8.445672603	0.00029748	0.001758286	root
4.2.1.80	-1.830311526	6.511855362	0.004132255	0.013166688	Not associated
4.2.1.83	-1.85993503	7.0438429	0.00107531	0.004626574	root
4.2.1.84	-1.087122088	7.141413139	0.038386598	0.075930152	Not associated
4.2.1.9	-0.459107552	12.19341852	0.002248448	0.008122066	Not associated
4.2.1.90	-2.925290767	6.82903378	1.05E-05	0.00012883	root
4.2.1.91	-4.524463688	2.848162589	0.002490715	0.008762906	root
4.2.1.99	-2.17040327	9.402714996	9.69E-12	1.19E-09	root
4.2.2.2	-3.478303155	8.166188947	1.92E-12	3.25E-10	root
4.2.2.3	-3.15878204	7.196146197	7.26E-06	9.43E-05	root
4.2.2.6	-3.719417583	6.261584301	6.76E-07	1.52E-05	root
4.2.3.1	0.648541782	10.77159653	0.000127345	0.000929965	Not associated
4.2.3.12	-1.667245546	6.854818954	0.004348838	0.013472638	Not associated
4.2.3.3	-2.614494257	6.80176221	0.00025713	0.001586222	root
4.2.3.4	-0.209607378	9.805484873	0.31215729	0.415492117	Not associated
4.2.3.5	0.446684419	10.15797628	0.013065087	0.031746281	Not associated
4.2.99.-	-7.652870575	2.587337383	0.000674332	0.003230575	root
4.2.99.18	0.489863056	10.9986095	0.001458876	0.005898422	Not associated
4.2.99.20	3.391713278	5.750160763	1.08E-05	0.000129685	soil
4.3.1.1	-0.672094485	8.550605523	0.098865188	0.164288892	Not associated
4.3.1.12	-0.833155243	9.056427488	0.009079393	0.023680038	Not associated
4.3.1.17	-0.707708435	9.862626107	0.001486804	0.005967644	Not associated
4.3.1.18	-2.906475843	6.04626933	0.000632496	0.003096022	root
4.3.1.19	-0.388295613	10.78172254	0.017587193	0.040408669	Not associated
4.3.1.2	-0.935518794	3.667584348	0.401057325	0.510677141	Not associated
4.3.1.24	-0.729973692	0.410212098	0.790249101	0.853978318	Not associated
4.3.1.3	-0.056778875	10.69118701	0.748907836	0.822580883	Not associated
4.3.1.4	7.293225223	1.853400713	2.85E-05	0.000283003	soil
4.3.1.7	-1.391803525	7.308073991	0.023155686	0.050456987	Not associated
4.3.2.1	-0.074723463	10.63298336	0.654257541	0.7440252	Not associated
4.3.2.2	0.485552094	10.85323563	0.001941036	0.007217654	Not associated
4.3.2.3	-1.759968502	6.907548467	0.009058406	0.023671	Not associated
4.3.3.2	-0.595223852	3.874496343	0.645022491	0.738496089	Not associated
4.3.3.6	2.253399006	9.635435035	2.91E-06	4.68E-05	soil
4.3.3.7	-0.699760108	10.74610353	0.000939126	0.004189587	Not associated
4.4.1.1	-0.649780298	7.922220772	0.148994376	0.227963083	Not associated
4.4.1.11	-0.001040087	8.98770556	0.993713626	1	Not associated
4.4.1.15	-1.12364079	5.631346829	0.146683603	0.224992399	Not associated
4.4.1.16	0.563685531	10.32901933	0.001307051	0.005498579	Not associated
4.4.1.19	2.406473365	4.999688664	0.001362292	0.00563091	soil
4.4.1.22	0.539973067	5.041342157	0.449526681	0.555221543	Not associated
4.4.1.5	-0.603410134	9.169746715	0.047715204	0.090923619	Not associated
4.4.1.8	-0.744473651	9.081157529	0.01394023	0.033157132	Not associated
4.6.1.1	0.338521919	11.34921772	0.029650216	0.061989424	Not associated
4.6.1.13	0	-0.430257436	1	1	Not associated
4.6.1.2	4.405515594	5.836244416	5.34E-06	7.36E-05	soil
4.99.1.1	-0.157179722	9.543989922	0.529105518	0.635396937	Not associated
4.99.1.3	-0.419962759	4.921008919	0.668292129	0.756166388	Not associated
4.99.1.4	-0.814766641	9.81184235	0.000618174	0.003048004	Not associated
5.-.-.-	-0.392423819	1.442588687	0.823519678	0.876733716	Not associated
5.1.1.1	-0.096449315	9.90525281	0.658554992	0.747792845	Not associated
5.1.1.13	0.291580091	8.627262136	0.376045204	0.485231205	Not associated
5.1.1.17	1.573742269	5.885909272	0.025538457	0.054852871	Not associated
5.1.1.3	0.611869016	9.360268032	0.012178098	0.030023013	Not associated
5.1.1.4	0.030364747	8.357305639	0.923794424	0.952707074	Not associated
5.1.1.7	-0.577872766	9.261548334	0.034140296	0.069150734	Not associated
5.1.1.8	-0.561172727	6.310384753	0.413382111	0.522920629	Not associated
5.1.2.2	-0.972201364	9.682878258	7.09E-05	0.000595124	Not associated
5.1.2.3	-0.379438421	10.31903055	0.041375547	0.080834929	Not associated
5.1.3.-	-0.678500962	3.152182071	0.648498289	0.740426564	Not associated
5.1.3.1	0.174669971	9.564663311	0.437837031	0.544675717	Not associated
5.1.3.10	-1.046861553	8.663862404	0.004344275	0.013472638	Not associated
5.1.3.13	0.269393878	8.621312581	0.416726534	0.525811312	Not associated
5.1.3.14	-0.54187051	8.391132328	0.163078924	0.245344795	Not associated
5.1.3.15	-3.269320082	7.470033308	6.57E-09	3.70E-07	root
5.1.3.18	-0.678542764	3.152182071	0.648128788	0.740426564	Not associated
5.1.3.2	0.034010365	11.25048409	0.809262729	0.866511836	Not associated
5.1.3.20	-2.174308123	5.628754285	0.012050013	0.029816059	Not associated
5.1.3.3	-0.421371689	8.824766311	0.218353438	0.310521574	Not associated
5.1.3.4	0.863035969	7.319827981	0.098314517	0.16377671	Not associated
5.1.3.7	0.650129795	4.390701651	0.450717877	0.556091188	Not associated
5.1.3.8	0.659376598	3.16670452	0.456447053	0.562133062	Not associated
5.1.3.9	-1.630575124	5.074150066	0.109145916	0.179387022	Not associated
5.1.99.1	2.044317637	7.279693709	3.34E-05	0.000327465	soil
5.1.99.4	0.717150372	8.593069425	0.034449989	0.069673557	Not associated
5.2.1.1	-1.821808893	6.923940971	0.001497449	0.005967644	root
5.2.1.2	-1.288372561	8.07266477	0.003035243	0.010231657	Not associated
5.2.1.4	0	-0.430257436	1	1	Not associated
5.3.1.-	-0.715933188	8.253008908	0.073709754	0.129592795	Not associated
5.3.1.1	0.030315376	9.505380653	0.892062922	0.929203553	Not associated
5.3.1.12	-1.581178168	8.976484514	5.21E-05	0.000459686	root
5.3.1.14	0.157381882	8.873925476	0.626293834	0.721332455	Not associated
5.3.1.16	-0.897547446	9.344405728	0.002638524	0.009116742	Not associated
5.3.1.17	-1.556094327	8.740099094	2.78E-05	0.000279703	root
5.3.1.22	-1.416149888	8.746200884	0.000403027	0.002240698	root
5.3.1.23	-1.058076861	7.586436582	0.024640227	0.053007877	Not associated
5.3.1.24	0.095121386	8.816300181	0.750073454	0.823191906	Not associated
5.3.1.25	3.113218043	1.106223003	0.021946706	0.048527004	Not associated
5.3.1.26	-6.300795506	1.701035762	0.05654247	0.10407204	Not associated
5.3.1.27	0.994649999	2.702714506	0.307202348	0.410705639	Not associated
5.3.1.28	0.417413865	7.733140559	0.327800858	0.431216124	Not associated
5.3.1.30	-0.319196765	8.220748197	0.417224076	0.525811312	Not associated
5.3.1.4	0.553074752	8.459545548	0.206316599	0.297998894	Not associated
5.3.1.5	-0.111752843	10.39024357	0.564976967	0.669927861	Not associated
5.3.1.6	0.017469735	9.261446759	0.938370729	0.964059966	Not associated
5.3.1.8	-0.725687575	9.329950471	0.00676093	0.01867897	Not associated
5.3.1.9	0.003674625	10.62496835	0.976366943	0.993276913	Not associated
5.3.2.6	-1.900847485	6.585584685	0.005000677	0.014979855	Not associated
5.3.3.-	-1.194875382	6.123505708	0.113149466	0.1850665	Not associated
5.3.3.1	-2.223863734	4.710288429	0.013287377	0.032113141	Not associated
5.3.3.10	-1.653604615	6.359657915	0.013783043	0.0328991	Not associated
5.3.3.14	-1.651158569	7.727966956	0.003576798	0.011615994	Not associated
5.3.3.4	0.277279363	4.705551231	0.720678197	0.801346703	Not associated
5.3.3.8	-2.21732929	6.687376288	0.013473921	0.032334098	Not associated
5.4.2.10	0.041190906	10.26606382	0.811738739	0.867609997	Not associated
5.4.2.11	0.229774362	10.65829185	0.159094882	0.24096097	Not associated
5.4.2.2	0.238453684	10.12778534	0.203108177	0.295052846	Not associated
5.4.2.6	-0.941299774	5.160644683	0.24161975	0.335486415	Not associated
5.4.2.7	-0.140640426	8.17040291	0.74253488	0.81816835	Not associated
5.4.2.8	0.516643715	10.83919782	0.001101157	0.004678186	Not associated
5.4.2.9	5.06664241	4.575768218	2.06E-07	6.64E-06	soil
5.4.3.2	1.175959878	9.329585325	2.27E-06	3.75E-05	soil
5.4.3.3	2.918797396	8.853113829	2.81E-07	7.90E-06	soil
5.4.3.8	0.662561193	10.46998262	0.000168271	0.001148149	Not associated
5.4.4.2	2.446183701	8.18191102	2.19E-09	1.56E-07	soil
5.4.99.1	1.315539783	5.996863436	0.114437136	0.186127429	Not associated
5.4.99.16	0.856576965	11.33552146	4.48E-09	2.75E-07	Not associated
5.4.99.17	-1.418337491	5.723155021	0.130780619	0.205208614	Not associated
5.4.99.18	0.05038958	9.014606241	0.850012206	0.898565329	Not associated
5.4.99.2	0.99264031	12.28862603	6.38E-05	0.000548788	Not associated
5.4.99.5	0.418632189	7.687379149	0.322102367	0.426627742	Not associated
5.4.99.60	-0.918594587	7.164139319	0.0765845	0.133160438	Not associated
5.4.99.61	-0.918589651	7.164139319	0.075917234	0.132340881	Not associated
5.4.99.62	-2.363561079	3.423229223	0.032496906	0.066419546	Not associated
5.4.99.7	0	-0.430257436	1	1	Not associated
5.4.99.8	-0.977031527	1.959230123	0.600268659	0.698650788	Not associated
5.5.1.1	-0.687541999	8.567660402	0.071471722	0.126219995	Not associated
5.5.1.2	-1.707082395	8.465967631	1.27E-05	0.000145237	root
5.5.1.4	1.673779976	10.00917179	1.09E-06	2.02E-05	soil
5.5.1.7	-1.214970479	7.139689778	0.033149381	0.067447008	Not associated
6.1.1.1	0.187534999	10.31140506	0.27218739	0.370720668	Not associated
6.1.1.10	0.284535422	10.9465635	0.060345906	0.109325433	Not associated
6.1.1.11	0.269163226	10.41248259	0.113534547	0.185471793	Not associated
6.1.1.12	0.384085828	11.26404754	0.011008657	0.02772755	Not associated
6.1.1.13	-1.32158443	5.407633328	0.12154716	0.195024006	Not associated
6.1.1.14	-0.119768969	11.45762517	0.412557827	0.522367033	Not associated
6.1.1.15	0.513238853	11.00420874	0.00065472	0.003162416	Not associated
6.1.1.16	0.51223839	10.76201944	0.001609787	0.006213777	Not associated
6.1.1.17	0.176069418	10.96137435	0.240335148	0.334560496	Not associated
6.1.1.18	-1.446347469	8.9702814	3.54E-06	5.31E-05	root
6.1.1.19	0.195695006	10.92348839	0.188430199	0.276405211	Not associated
6.1.1.2	0.078991613	10.33767606	0.643111819	0.736933051	Not associated
6.1.1.20	0.228653465	11.70862548	0.098216372	0.16377671	Not associated
6.1.1.21	0.026685752	10.37545881	0.870223016	0.914207849	Not associated
6.1.1.22	-0.568715324	7.778566888	0.211590456	0.303459348	Not associated
6.1.1.23	2.351716676	6.662645942	0.00082232	0.00380464	soil
6.1.1.24	5.534030709	4.208058987	3.36E-08	1.51E-06	soil
6.1.1.3	0.412068245	11.44854192	0.0069672	0.018965382	Not associated
6.1.1.4	0.339798418	11.69688214	0.025643514	0.054991092	Not associated
6.1.1.5	0.363310154	11.90914412	0.013474535	0.032334098	Not associated
6.1.1.6	-0.228172512	10.93728592	0.127051168	0.201936621	Not associated
6.1.1.7	0.275336584	11.57729823	0.047716392	0.090923619	Not associated
6.1.1.9	0.309663923	11.60530365	0.02326591	0.05061553	Not associated
6.2.1.-	0.965554121	9.404688656	0.002320791	0.008272792	Not associated
6.2.1.1	0.259122002	11.89271524	0.059841477	0.108810007	Not associated
6.2.1.12	-0.955087452	6.526969958	0.128079445	0.202740996	Not associated
6.2.1.13	-1.117094408	5.443842722	0.155946681	0.236723558	Not associated
6.2.1.14	-2.263398178	6.576359116	0.001829932	0.006886458	root
6.2.1.16	-0.288378008	9.309725099	0.327518629	0.431216124	Not associated
6.2.1.17	-0.157103558	9.235799463	0.567998546	0.671949243	Not associated
6.2.1.2	-4.514532448	0.498295758	0.149243438	0.228085842	Not associated
6.2.1.20	-1.90223889	8.093120359	0.000358663	0.002022446	root
6.2.1.25	-0.526635069	7.293651202	0.314222714	0.417745942	Not associated
6.2.1.26	1.432614697	7.399972139	0.005911559	0.016849189	Not associated
6.2.1.3	0.176505477	12.04832297	0.262121877	0.359900068	Not associated
6.2.1.30	-0.096419678	8.960068439	0.764257907	0.833343367	Not associated
6.2.1.32	0.19275555	7.376161111	0.668895953	0.756216262	Not associated
6.2.1.5	0.424636052	11.61529144	0.005211193	0.015338392	Not associated
6.2.1.9	-0.207952406	5.941034459	0.794216122	0.856301104	Not associated
6.3.1.10	-1.611600623	7.944774953	0.000406225	0.002249223	root
6.3.1.2	0.278568653	12.5538891	0.04631206	0.088874423	Not associated
6.3.1.5	-0.13663492	9.116189338	0.648210836	0.740426564	Not associated
6.3.1.8	-3.132121985	3.231417191	0.016013317	0.037235786	Not associated
6.3.2.1	-0.044190388	9.158232322	0.878743279	0.9195834	Not associated
6.3.2.10	-0.118497045	9.884862494	0.56507818	0.669927861	Not associated
6.3.2.12	0.068753344	9.777991765	0.733313306	0.809400553	Not associated
6.3.2.13	-0.098400322	10.15455371	0.600394941	0.698650788	Not associated
6.3.2.17	0.068751081	9.777991765	0.732617527	0.809400553	Not associated
6.3.2.19	0	-0.430257436	1	1	Not associated
6.3.2.2	-1.248450938	10.05585011	5.57E-10	5.02E-08	root
6.3.2.3	-0.805999962	9.686758559	0.003017615	0.010231657	Not associated
6.3.2.39	1.187746751	3.611586946	0.184835732	0.272910463	Not associated
6.3.2.4	0.525059377	10.12393702	0.004687979	0.014137186	Not associated
6.3.2.43	4.29635179	2.808745683	0.000270333	0.001637759	soil
6.3.2.5	0.219075244	9.686339882	0.299485668	0.401792589	Not associated
6.3.2.6	0.380986506	10.12916146	0.037467548	0.074658786	Not associated
6.3.2.8	-0.113801122	10.51853868	0.520409875	0.626893997	Not associated
6.3.2.9	0.006393871	9.937629342	0.967170681	0.987639901	Not associated
6.3.3.1	0.222472925	10.11363711	0.225165166	0.317866394	Not associated
6.3.3.2	-0.632467122	7.855277649	0.178549424	0.265953993	Not associated
6.3.3.3	-2.689100939	7.216841287	3.45E-06	5.23E-05	root
6.3.4.13	0.065210356	10.12841204	0.718000331	0.799685447	Not associated
6.3.4.14	0.450890947	11.30865173	0.004216703	0.013372691	Not associated
6.3.4.15	-0.827593006	8.558243656	0.021011634	0.046920194	Not associated
6.3.4.18	-0.050492361	9.714259362	0.820766894	0.875497751	Not associated
6.3.4.2	0.618278897	11.07921583	3.79E-05	0.000368461	Not associated
6.3.4.21	-0.02334215	10.06586507	0.909162312	0.942714866	Not associated
6.3.4.3	0.666846925	9.276037552	0.007180637	0.019363356	Not associated
6.3.4.4	0.30793081	10.92854195	0.042122597	0.081529553	Not associated
6.3.4.5	0.343365669	11.0618116	0.046952701	0.089721499	Not associated
6.3.4.6	-1.259164149	7.91197301	0.032319887	0.066258221	Not associated
6.3.5.1	0.162397954	10.52730136	0.317629899	0.421116774	Not associated
6.3.5.10	-0.905173856	8.992646196	0.003673028	0.011843106	Not associated
6.3.5.11	-1.110310453	8.20864651	0.007156367	0.019336504	Not associated
6.3.5.2	0.362729918	11.37310031	0.017177724	0.03966179	Not associated
6.3.5.3	0.239129201	11.92493478	0.087600732	0.149618949	Not associated
6.3.5.4	-0.647676581	10.52445203	0.000125869	0.000924178	Not associated
6.3.5.5	0.414158953	12.53003898	0.007714807	0.020639017	Not associated
6.3.5.6	0.115408366	12.07661916	0.396951799	0.50784269	Not associated
6.3.5.7	0.115408462	12.07661916	0.39756956	0.508151822	Not associated
6.3.5.9	-1.110313252	8.20864651	0.007286091	0.019569601	Not associated
6.4.1.1	0.298573628	11.08604082	0.086395537	0.147856844	Not associated
6.4.1.2	0.251559792	12.09315803	0.073861179	0.129592795	Not associated
6.4.1.3	0.993813336	12.35615936	1.36E-06	2.41E-05	Not associated
6.4.1.4	0.302422543	11.42687131	0.037026575	0.073998377	Not associated
6.4.1.5	-0.55085906	7.705829121	0.238027199	0.332205316	Not associated
6.5.1.1	0.537250961	12.2361818	9.63E-05	0.000760548	Not associated
6.5.1.2	0.390840633	10.98879959	0.006846803	0.018839168	Not associated
6.5.1.6	6.455013709	1.207744354	0.000829827	0.003826268	soil
6.5.1.7	6.455046493	1.207744354	0.000847128	0.003853435	soil
6.6.1.1	1.844513962	9.296563551	1.25E-05	0.000144606	soil
6.6.1.2	-0.415636225	11.33263389	0.008898714	0.023298766	Not associated
